# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  ** VALKENBURG
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 235:         4.781       52.928       1.20  ** DE KOOY
# 240:         4.790       52.318      -3.30  ** SCHIPHOL
# 242:         4.921       53.241      10.80  VLIELAND
# 249:         4.979       52.644      -2.40  BERKHOUT
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 260:         5.180       52.100       1.90  ** DE BILT
# 265:         5.274       52.130      13.90  SOESTERBERG
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  ** LEEUWARDEN
# 273:         5.888       52.703      -3.30  MARKNESSE
# 275:         5.873       52.056      48.20  DEELEN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 278:         6.259       52.435       3.60  HEINO
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 280:         6.585       53.125       5.20  ** EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 290:         6.891       52.274      34.80  ** TWENTHE
# 310:         3.596       51.442       8.00  ** VLISSINGEN
# 319:         3.861       51.226       1.70  WESTDORPE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 344:         4.447       51.962      -4.30  ** ROTTERDAM
# 348:         4.926       51.970      -0.70  CABAUW
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 356:         5.146       51.859       0.70  HERWIJNEN
# 370:         5.377       51.451      22.60  ** EINDHOVEN
# 375:         5.707       51.659      22.00  VOLKEL
# 377:         5.763       51.198      30.00  ELL
# 380:         5.762       50.906     114.30  ** MAASTRICHT
# 391:         6.197       51.498      19.50  ARCEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# DDVEC    = Vectorgemiddelde windrichting in graden (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FHVEC    = Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHX      = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHXH     = Uurvak waarin FHX is gemeten; 
# FHN      = Laagste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHNH     = Uurvak waarin FHN is gemeten; 
# FXX      = Hoogste windstoot (in 0.1 m/s); 
# FXXH     = Uurvak waarin FXX is gemeten; 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TNH      = Uurvak waarin TN is gemeten; 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# TXH      = Uurvak waarin TX is gemeten; 
# T10N     = Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius); 
# T10NH    = 6-uurs tijdvak waarin T10N is gemeten; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur); 
# SP       = Percentage van de langst mogelijke zonneschijnduur; 
# Q        = Globale straling (in J/cm2); 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHXH     = Uurvak waarin RHX is gemeten; 
# EV24     = Referentiegewasverdamping (Makkink) (in 0.1 mm); 
# PG       = Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden; 
# PX       = Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa); 
# PXH      = Uurvak waarin PX is gemeten; 
# PN       = Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa); 
# PNH      = Uurvak waarin PN is gemeten; 
# VVN      = Minimum opgetreden zicht; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Uurvak waarin VVN is gemeten; 
# VVX      = Maximum opgetreden zicht; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Uurvak waarin VVX is gemeten; 
# NG       = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar); 
# UG       = Etmaalgemiddelde relatieve vochtigheid (in procenten); 
# UX       = Maximale relatieve vochtigheid (in procenten); 
# UXH      = Uurvak waarin UX is gemeten; 
# UN       = Minimale relatieve vochtigheid (in procenten); 
# UNH      = Uurvak waarin UN is gemeten; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  249,20160403,  143,   12,   40,   60,    1,   10,   16,  100,    2,  131,  103,   20,  181,   16,   92,   24,   78,   60, 1421,   20,   17,   13,   24,   22,     ,     ,     ,     ,     ,   45,   24,   66,    9,     ,   85,   98,   24,   66,   15
  249,20160404,  214,   28,   35,   90,   13,   10,   18,  150,   13,  117,   87,   21,  145,   10,   58,   24,   42,   32,  976,   39,   86,   27,    1,   15,     ,     ,     ,     ,     ,   27,    1,   81,   17,     ,   90,  100,    1,   74,   16
  251,20160401,  143,   19,   30,   50,   24,   10,    6,   70,    1,   64,    0,    6,   98,   17,  -34,    6,  102,   79, 1746,    0,    0,    0,    1,   23,10207,10225,   10,10187,   24,   65,    6,   82,   16,     ,   79,   91,    6,   61,   16
  251,20160402,  137,   30,   42,   70,   20,   20,   13,  100,   21,   91,   66,    5,  115,   15,   60,    6,   22,   17, 1025,    0,   -1,   -1,   22,   15,10158,10182,    1,10111,   24,   57,   24,   68,   14,     ,   83,   91,    6,   71,   15
  251,20160403,  151,   21,   53,   70,    1,   20,   17,  100,    5,  111,   77,   21,  145,   15,   69,   24,   84,   64, 1595,   19,    5,    3,    5,   24,10088,10100,    1,10057,   24,   29,   24,   67,   14,     ,   86,   96,    7,   66,   14
  251,20160404,  196,   32,   47,  100,   13,   10,    6,  160,   13,  108,   89,   19,  139,   11,   80,   24,   51,   39, 1047,     ,     ,     ,     ,   16,10047,10064,   19,10029,    8,    4,    5,   80,   16,     ,   94,  100,    2,   84,   16
  257,20160401,     ,     ,     ,     ,     ,     ,     ,     ,     ,   63,   -7,    6,  108,   11,  -32,    6,  110,   85, 1714,    0,    0,    0,    1,   23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   77,   97,    1,   61,   10
  257,20160402,     ,     ,     ,     ,     ,     ,     ,     ,     ,  102,   80,    3,  130,   24,   66,    6,   20,   15,  939,    0,    0,    0,    1,   14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   69,   82,   23,   60,    9
  257,20160403,     ,     ,     ,     ,     ,     ,     ,     ,     ,  128,  109,   23,  152,   15,  101,   24,   84,   64, 1559,   14,   15,   13,   24,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   81,   96,   24,   67,   14
  257,20160404,     ,     ,     ,     ,     ,     ,     ,     ,     ,  116,   88,   24,  137,    8,   74,   24,   41,   31,  871,   40,   58,   21,   10,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   99,   11,   71,   22
  258,20160401,   75,   32,   40,   90,    1,   10,   17,  110,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  258,20160402,  134,   25,   38,   60,   21,   10,   13,   80,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  258,20160403,  127,   17,   55,   70,    1,   40,    7,  100,   20,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  258,20160404,  185,   34,   48,  110,   12,   10,    1,  160,   12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  260,20160401,  119,   10,   22,   30,    2,   10,   22,   70,    2,   72,   12,    5,  130,   15,   -6,    6,  104,   80, 1836,    0,    0,    0,    1,   25,10204,10223,   10,10184,    2,   56,    5,   80,   12,    6,   75,   97,    5,   48,   13
  260,20160402,  134,   24,   27,   40,   13,   10,    1,   70,   12,  101,   37,    1,  134,   24,   15,    6,   14,   11,  960,    0,   -1,   -1,   20,   14,10154,10187,    1,10111,   24,   58,    1,   77,   17,    8,   73,   94,    1,   61,   13
  260,20160403,  170,   20,   29,   50,   14,   10,   23,   70,    1,  152,  121,    5,  204,   16,  114,    6,   61,   47, 1302,   33,   97,   65,   22,   22,10083,10102,    1,10054,   24,   50,   22,   83,   18,    7,   73,   98,   22,   45,   16
  260,20160404,  193,   27,   31,   60,   10,   10,    2,  150,   10,  124,   75,   22,  158,   14,   53,   24,   53,   40, 1040,   20,   61,   45,    1,   16,10052,10063,   20,10036,    4,   57,    2,   83,   18,    7,   82,   99,    2,   56,   16
  267,20160401,  124,   17,   27,   50,    1,   10,    7,   70,    1,   65,   -2,    6,  112,   17,  -35,    6,  116,   90, 1786,    0,    0,    0,    1,   24,     ,     ,     ,     ,     ,   59,   24,   82,   16,    6,   76,   95,    4,   53,   16
  267,20160402,  140,   27,   33,   50,   24,   20,   16,   70,   24,   94,   53,    1,  127,   15,   34,    6,   27,   21, 1071,    0,   -1,   -1,   23,   15,     ,     ,     ,     ,     ,   56,    3,   73,   14,    8,   80,   93,    3,   65,   14
  267,20160403,  132,   18,   49,   70,    2,   30,   15,  100,    2,  120,   98,   22,  159,   13,   95,   24,   77,   59, 1521,   14,   18,   17,   24,   23,     ,     ,     ,     ,     ,   27,   24,   66,   17,    6,   85,   97,   24,   76,    1
  267,20160404,  187,   31,   41,   90,   12,   20,    2,  150,   12,  111,   67,   22,  137,    8,   53,   24,   58,   44, 1047,   27,   57,   25,    1,   16,     ,     ,     ,     ,     ,    8,    2,   81,   15,    7,   91,  100,    1,   77,   14
  269,20160401,   73,   11,   20,   40,    1,   10,   15,   60,   14,   74,   -3,    6,  137,   15,  -26,    6,  112,   87, 1788,    0,    0,    0,    1,   24,10205,10224,   10,10186,    2,   64,    4,   82,   14,    6,   70,   97,    4,   43,   14
  269,20160402,  149,   20,   26,   40,   11,   10,    4,   70,   12,   97,   32,    2,  131,   14,    9,    6,    9,    7,  922,    0,   -1,   -1,   24,   13,10156,10186,    1,10114,   24,   63,   21,   80,   13,    7,   73,   84,    2,   59,   14
  269,20160403,  176,   17,   37,   60,   13,   20,    3,   90,   12,  145,  113,    1,  198,   16,  105,    6,   68,   52, 1345,   28,   40,   35,   23,   22,10085,10106,    1,10052,   24,   28,   23,   80,   14,    7,   77,   97,   23,   55,   14
  269,20160404,  202,   33,   38,   80,   11,   10,    3,  160,   11,  125,   83,   22,  153,    9,   47,   24,   56,   43, 1076,   36,   29,    6,    2,   17,10051,10064,   20,10035,    5,   26,    2,   83,   19,    6,   82,   98,    2,   60,   16
  270,20160401,  165,   14,   22,   40,   21,    0,    6,   60,   11,   67,  -21,    5,  119,   16,  -42,    6,  117,   90, 1813,    0,    0,    0,    1,   24,10207,10226,   10,10187,    2,   58,    6,   83,   13,    6,   70,   98,    6,   48,   16
  270,20160402,  150,   25,   30,   40,    1,   20,   10,   70,   21,   95,   54,    5,  132,   14,   43,    6,   15,   12,  976,    0,   -1,   -1,   22,   14,10159,10184,    1,10118,   24,   61,   24,   82,   13,    7,   71,   79,    5,   60,   14
  270,20160403,  134,   16,   41,   50,    2,   20,   16,   90,    3,  122,   85,   20,  168,   15,   75,   24,   61,   47, 1221,    9,    2,    1,    6,   19,10089,10106,    1,10058,   24,   27,   23,   72,   11,    6,   82,   96,   23,   70,   14
  270,20160404,  198,   30,   42,   90,   13,   10,   19,  150,   13,  118,   64,   20,  154,   11,   41,   24,   48,   36, 1013,   19,   31,   14,   13,   16,10049,10068,   19,10032,    7,   40,    1,   83,   15,    6,   87,   97,   20,   73,   16
  273,20160401,  115,   18,   27,   50,   17,   10,    7,   70,   14,   71,    3,    4,  130,   16,  -20,    6,  118,   91, 1813,    0,    0,    0,    1,   24,     ,     ,     ,     ,     ,   63,    7,   80,   12,     ,   75,   96,    3,   54,   15
  273,20160402,  137,   24,   28,   40,    1,   20,    4,   70,   14,   96,   46,    5,  133,   14,   20,    6,    9,    7,  863,    0,    0,    0,    1,   12,     ,     ,     ,     ,     ,   61,   23,   80,   15,     ,   75,   83,   21,   59,   14
  273,20160403,  154,   17,   35,   50,    3,   10,   16,   80,   10,  139,  100,    1,  191,   16,   92,    6,   68,   52, 1327,    3,    1,    1,    8,   21,     ,     ,     ,     ,     ,   50,   21,   78,   14,     ,   78,   92,   22,   57,   16
  273,20160404,  192,   23,   33,   70,   12,    0,   19,  130,   12,  127,   79,   23,  164,   10,   55,   24,   48,   37,  970,   16,   74,   53,   11,   15,     ,     ,     ,     ,     ,   12,   11,   82,   14,     ,   83,   97,    5,   62,   17
